id,job,area,income,aspect,subscriptions,dist_healthy,save_rate,dist_unhealthy,age,pop_dense,retail_dense,crime,product
931,mm,a,50521,16.3500,1,2.0000,0,18.5733,50,.8976,.4528,.3350,b
932,de,a,49494,12.3417,0,14.6757,-18,14.3072,48,.8976,.5276,.8369,b
933,vv,c,57322,38.3417,2,9.6979,59,12.3850,40,.8701,.7520,.2231,b
934,nb,a,52895,24.1500,3,5.3729,37,22.6258,46,.9764,.5984,.1892,b
935,pz,a,59696,4.0000,1,8.9363,19,36.3906,45,.8661,.6024,.4180,b
936,de,a,45420,12.3417,1,9.3443,69,3.2921,49,.8543,.4409,.1534,b
937,nb,a,54595,10.9333,2,2.0000,0,4.4241,49,.7362,.2874,.3202,b
938,pz,a,56578,11.8000,0,19.2999,19,31.3716,47,.9213,.5866,.2876,b
939,kd,c,68303,22.4167,1,13.6965,68,16.6725,48,.9646,.5591,.1542,b
940,pz,a,68197,15.2667,1,15.0565,43,8.5674,49,.8937,.4685,.3140,b
941,11,c,53107,39.5333,1,11.3028,80,9.2081,42,.8661,.7047,.3805,b
942,11,c,50521,11.2583,0,7.9298,43,7.8733,47,.9134,.5669,.3402,b
943,pz,a,52399,40.7250,2,3.1424,11,15.7541,39,.7835,.6732,.2525,b
944,pz,a,58527,38.8833,0,8.7187,-6,20.1110,45,.9213,.6614,.7656,b
945,kd,c,,22.3083,2,12.9349,91,16.1385,48,.9528,.5118,.4716,b
946,de,a,48396,42.1333,1,2.8160,4,15.5299,45,.8858,.6220,.6551,b
947,pz,a,55764,14.0750,0,5.6450,22,27.4366,48,.9134,.5433,.2201,b
948,nb,a,57252,17.2167,4,15.0838,131,7.1685,51,.7165,.0787,.0873,b
949,vv,c,54843,40.7250,1,14.7573,137,15.9517,44,.8780,.6575,.1386,b
950,de,a,56472,36.3917,0,9.2899,33,25.9202,44,.9331,.7087,.8217,b
951,dz,c,52434,19.6000,1,11.8468,91,14.9799,50,.9252,.4646,.1046,b
952,pz,a,59660,29.8917,0,5.4545,4,19.8761,46,.9567,.6654,.0209,b
953,pe,a,48361,11.8000,0,8.7187,12,13.0684,47,.9331,.6063,.5946,b
954,pz,a,,15.9167,1,11.1124,-39,9.1387,50,.8819,.4213,.5337,b
955,po,c,55764,24.6917,1,11.3028,51,15.3056,47,.9724,.6339,.3018,b
956,bf,d,40568,9.5250,1,3.8225,20,2.1602,48,.8346,.4646,.0535,b
957,vv,c,51796,31.0833,2,3.8225,22,14.0242,40,.9803,.8543,.1264,b
958,qw,c,73369,36.8250,2,30.8332,286,23.9660,40,.9055,.7795,.3561,b
959,nb,a,60298,19.6000,2,5.2641,36,22.3749,50,.9094,.4173,.7279,b
960,kd,c,53249,38.2333,2,10.0243,130,8.6368,37,.8346,.7835,.3476,b
961,by,c,44039,30.7583,0,6.0802,50,8.7329,45,.9685,.7047,.2395,b
962,qp,c,59164,14.0750,1,4.5841,24,3.9222,50,.8425,.3780,.1864,b
963,qp,c,63663,36.1750,0,3.6321,-3,16.7472,45,.9370,.6890,.1191,b
964,de,a,59235,39.9667,1,19.8984,95,30.2130,43,.8858,.6772,.7870,b
965,kd,c,68303,22.9583,2,18.8103,77,14.7877,48,.9724,.5709,.2324,b
966,pe,c,66568,13.3167,1,6.7602,42,9.2935,49,.8819,.4724,.3562,b
967,al,c,47865,31.8417,4,4.5841,44,8.8450,35,.9409,.9331,.1053,b
968,e2,b,72518,8.3333,0,10.9764,26,5.5133,47,.9094,.5787,.1066,b
969,de,a,49034,9.5250,0,11.3028,37,12.9883,47,.8898,.5433,.8227,b
970,kd,c,64513,33.7917,1,18.8103,97,2.8169,41,.9528,.8071,.2923,b
971,al,c,64655,4.5417,1,12.9349,28,18.4878,44,.8268,.5748,.4185,b
972,pz,a,58952,37.6917,1,6.0802,33,15.4818,42,.9016,.7402,.1380,b
973,de,a,53001,10.8250,1,7.9298,22,18.1835,48,.8583,.4724,.3643,b
974,kw,c,62140,27.5083,0,15.1654,-30,15.4444,46,.9724,.6732,.2190,b
975,11,c,46625,11.0417,1,7.7122,30,20.0896,48,.8661,.4843,.3300,b
976,kl,c,60050,14.9417,1,30.8332,239,18.9363,50,.8543,.3819,.1365,b
977,nb,a,54630,12.2333,2,14.4581,88,7.6063,50,.7520,.2717,.0744,b
978,pz,a,55055,5.4083,0,4.3121,5,9.7474,46,.8780,.5827,.2769,b
979,nb,a,54595,19.1667,1,7.1682,42,18.2102,50,.9252,.4764,.4437,b
980,kd,c,58208,7.1417,2,11.3028,98,12.6466,45,.7598,.4449,.3874,b
981,nb,a,58562,12.6667,1,7.9298,63,25.0125,49,.8386,.4016,.2724,b
982,nb,a,48750,26.5333,1,2.8160,0,15.3964,46,.9803,.6693,.2724,b
983,kd,c,63663,25.8833,1,20.0616,98,5.7802,46,.9803,.6614,.2593,b
984,bf,d,43401,39.4250,1,12.3092,60,5.8710,43,.8858,.6929,.1520,b
985,ob,a,,10.0667,1,2.8160,9,7.1258,48,.8071,.4134,.7011,b
986,pz,a,46200,8.0083,2,12.4452,-4,5.2036,46,.7323,.3898,.1402,b
987,nb,a,47475,19.2750,1,2.8160,3,14.2110,50,.9252,.4724,.2808,b
988,pz,a,57960,15.4833,2,6.0802,26,24.0941,51,.8504,.3583,.3088,b
989,vv,c,50840,13.7500,1,9.3443,34,11.6268,49,.8858,.4764,.0693,b
990,nn,c,59093,14.5083,0,9.3987,22,8.5834,48,.9134,.5394,.2670,b
991,qp,c,61856,20.4667,1,11.1124,27,10.2706,49,.9409,.5118,.1039,b
992,cv,a,42055,14.4000,0,16.6070,5,7.0296,49,.9055,.5157,.5448,b
993,kw,c,45420,15.4833,4,3.8225,45,10.8099,51,.6850,.0630,.1649,b
994,nb,a,44004,20.3583,1,4.5841,26,8.2470,49,.9409,.5000,.0710,b
995,vv,c,57252,28.5917,1,6.8962,27,12.3102,44,.9961,.7480,.1928,b
996,11,c,43224,8.3333,1,5.4545,11,14.5955,47,.8386,.4921,.3360,b
997,pz,a,67595,35.6333,0,13.4245,107,26.3580,45,.9409,.6772,.1384,b
998,al,c,47440,30.6500,4,4.3121,32,8.6368,35,.9488,.9213,.1090,b
999,kd,c,39930,42.1333,2,7.7122,65,6.1754,40,.7520,.5984,.2218,b
1000,pz,a,57535,20.3583,2,9.3987,59,8.5834,50,.9134,.4173,.1046,b
1001,de,a,56153,18.4083,1,7.1682,43,20.8852,49,.9252,.4961,.2872,b
1002,pz,a,46235,4.4333,2,4.9377,36,8.8877,42,.7441,.5394,.3551,b
1003,pe,a,56118,31.1917,1,11.1124,30,31.1634,44,.9724,.7362,.7354,b
1004,pe,c,59696,24.3667,1,2.8160,-8,15.2309,47,.9764,.6299,.1573,b
1005,pz,a,65788,10.6083,2,4.3121,23,9.9236,49,.7795,.3583,.3515,b
1006,pz,a,66213,21.9833,0,12.8805,20,33.4807,47,.9488,.6024,.4373,b
1007,nn,a,61786,4.1083,2,6.8962,24,3.8261,43,.8071,.5827,.1677,b
1008,pe,a,57429,9.9583,0,3.1424,0,8.8824,47,.9094,.5709,.2972,b
1009,nb,a,55976,18.5167,2,8.2019,26,30.3572,50,.8976,.4016,.6406,b
1010,kd,c,53957,16.2417,1,6.0802,40,7.9961,50,.8976,.4606,.2528,b
1011,pz,a,48396,41.1583,1,8.9363,-19,10.2546,43,.8583,.6496,.5763,b
1012,pz,a,61219,17.9750,1,15.1654,-45,34.6820,49,.9213,.5000,.3963,b
1013,pe,a,48715,37.8000,0,2.8160,-6,11.1409,45,.9291,.6732,.5784,b
1014,po,c,52576,26.2083,1,8.3651,29,13.0684,46,.9882,.6732,.2922,b
1015,kw,c,61325,35.6333,2,19.3543,256,12.0273,38,.9016,.8465,.0966,b
1016,de,a,48042,17.7583,0,10.9764,1,6.9763,47,.9331,.5906,.2420,b
1017,pz,a,61538,23.5000,0,8.2019,15,9.6993,47,.9606,.6142,.2254,b
1018,vv,c,56153,4.7583,1,15.8726,58,13.8747,44,.8150,.5630,.2462,b
1019,vv,c,59271,21.8750,4,2.8160,8,9.7047,48,.8976,.4055,.0834,b
1020,vv,c,54418,16.8917,2,3.8225,15,10.1692,51,.8740,.3740,.3147,b
1021,kd,c,54559,14.2917,2,3.1424,13,5.8069,51,.8189,.3228,.2420,b
1022,kd,c,61042,7.6833,1,20.1160,-9,9.7313,47,.8425,.5118,.3979,b
1023,vv,c,59837,29.8917,1,9.5347,110,17.0355,44,.9843,.7480,.3312,b
1024,kd,c,66072,9.5250,1,15.0565,79,9.4537,48,.8583,.4961,.2678,b
1025,pz,a,59129,40.2917,1,6.0802,10,20.2979,43,.8819,.6693,.7518,b
1026,pz,a,55303,12.3417,1,5.6450,23,29.4708,49,.8189,.3740,.5829,b
1027,pz,a,51336,40.8333,1,2.8160,10,22.8554,43,.8543,.6614,.7530,b
1028,nb,a,54276,20.0333,2,6.0802,39,17.4841,50,.9331,.4724,.4241,b
1029,qp,c,55374,31.5167,1,8.5827,47,12.2195,44,.9685,.7283,.1631,b
1030,cv,a,43189,13.3167,1,7.7122,11,9.8381,49,.8858,.4803,.6049,b
1031,nb,a,44322,39.9667,1,6.7602,23,6.3729,43,.8740,.6850,.2601,b
1032,pz,a,58846,33.2500,0,2.0000,0,26.3206,46,.9449,.6496,.0789,b
1033,pe,a,50096,19.3833,1,2.0000,0,22.1506,49,.9331,.5118,.1722,b
1034,kl,d,41170,15.3750,2,5.6450,32,5.0381,51,.8346,.3228,.0427,b
1035,vv,c,47758,9.2000,1,6.0802,8,7.7772,47,.8150,.4488,.2302,b
1036,qp,c,61431,34.9833,1,11.9556,7,13.1966,44,.9449,.7244,.3441,b
1037,dz,c,56437,35.4167,1,8.5827,82,18.7708,41,.9331,.7835,.2514,b
1038,nn,a,66107,33.0333,0,15.1654,27,33.5608,45,.9528,.6929,.3166,b
1039,kl,c,44287,40.6167,2,10.0243,169,5.8710,39,.7874,.6772,.2217,b
1040,pz,a,68162,17.2167,0,7.7666,23,31.1314,48,.9291,.5630,.1218,b
1041,vv,c,55232,41.8083,1,6.8962,4,3.9275,44,.8583,.6339,.0551,b
1042,pe,c,60227,27.7250,2,10.4052,134,12.6733,43,1.0000,.7559,.2818,b
1043,vv,c,,29.6750,0,19.2999,81,5.0755,45,.9685,.6890,.3968,b
1044,kd,c,63309,17.6500,1,23.5433,81,17.3986,50,.8937,.4173,.3849,b
1045,pz,a,61325,28.3750,0,17.6951,74,31.5692,46,.9646,.6654,.4733,b
1046,pe,a,48644,12.5583,1,13.3429,-26,9.3736,49,.8780,.4764,.1840,b
1047,pz,a,57393,37.9083,1,6.0802,49,10.3080,43,.9094,.7165,.2028,b
1048,kd,c,64407,28.5917,2,23.9785,69,24.3985,41,1.0000,.7992,.1461,b
1049,pe,c,58031,11.3667,1,2.8160,-4,8.0868,48,.8701,.4882,.2426,b
1050,nb,a,54524,40.8333,1,8.2019,65,3.2921,42,.8504,.6614,.1928,b
1051,nb,a,61183,13.5333,2,18.8103,237,5.3691,50,.7795,.2756,.1439,b
1052,qp,b,65469,38.6667,0,10.1603,-4,5.9778,45,.9291,.6496,.1439,b
1053,qp,c,63982,20.2500,2,7.7122,42,14.8624,50,.9291,.4646,.2278,b
1054,al,c,,41.2667,2,10.0787,-7,9.7954,40,.7835,.6496,.1172,b
1055,nn,a,65895,32.0583,0,7.2226,14,33.6676,45,.9606,.6929,.2355,b
1056,pz,a,62388,12.7750,1,14.6757,20,20.7464,49,.8701,.4606,.6485,b
1057,kw,c,51938,14.0750,4,3.6321,40,12.1287,51,.6142,.0000,.1987,b
1058,11,c,46731,8.6583,1,2.8160,0,9.7313,47,.8622,.5157,.2051,b
1059,pe,a,64159,7.2500,1,3.1424,5,7.2859,47,.8583,.5354,.2922,b
1060,pz,c,55551,37.3667,3,3.6321,-4,12.8495,36,.8386,.8228,.4016,b
1061,kd,c,64548,22.5250,1,21.7480,123,6.5811,48,.9646,.5630,.2749,b
1062,kd,c,55303,10.9333,0,16.7158,105,18.8723,48,.8898,.5236,.0749,b
1063,pz,a,49175,7.7917,2,7.4674,80,8.3431,46,.7283,.3898,.2988,b
1064,pz,a,56401,10.3917,1,10.0243,118,21.1148,48,.8268,.4331,.3331,b
1065,nn,a,65505,23.1750,1,3.6321,7,7.5903,48,.9724,.5827,.3626,b
1066,po,c,54737,24.4750,1,14.4309,87,14.6916,47,.9843,.6299,.2583,b
1067,kd,c,41028,41.1583,3,6.0802,66,6.2287,38,.7362,.6496,.2473,b
1068,nb,a,68799,31.5167,1,19.8984,169,34.4791,42,.9764,.7874,.4058,b
1069,nb,a,54843,16.2417,2,4.3121,9,18.3490,51,.8661,.3740,.2830,b
1070,nn,a,66320,13.5333,1,14.0501,99,29.0757,49,.8898,.4882,.3562,b
1071,pz,a,45846,39.5333,1,2.8160,9,8.0281,43,.8898,.6890,.8723,b
1072,vv,c,63202,28.8083,1,4.9377,5,15.0173,44,.9961,.7520,.0558,b
1073,cv,a,,17.1083,1,2.8160,4,9.4804,50,.8937,.4252,.6268,b
1074,dz,c,55445,26.8583,2,9.2899,130,18.5573,43,1.0000,.7323,.1992,b
1075,pe,c,54666,42.1333,2,2.8160,4,8.5674,42,.8110,.6181,.2431,b
1076,pz,a,58420,11.2583,0,10.3236,19,30.0582,48,.8976,.5315,.8887,b
1077,de,a,59023,7.0333,1,17.6951,43,30.7523,46,.8346,.5197,.7737,b
1078,nb,a,58562,18.6250,0,18.0759,78,31.6600,49,.9331,.5315,.3910,b
1079,kw,c,54807,23.9333,1,2.8160,-8,9.9663,47,.9803,.6142,.3639,b
1080,kd,c,55091,34.6583,3,10.1603,100,10.2546,37,.9094,.8819,.3563,b
1081,pz,a,60865,12.0167,2,6.6242,33,24.7669,49,.8071,.3622,.3725,b
1082,al,a,60510,8.9833,2,12.2276,98,23.1331,47,.7559,.3819,.3266,b
1083,pe,a,59589,4.2167,0,2.0000,0,23.6350,46,.8976,.6063,.3371,b
1084,pz,a,57783,42.5667,2,18.0759,70,18.7388,43,.8071,.5984,.2073,b
1085,pe,a,65611,33.2500,0,11.3028,22,33.5181,46,.9370,.6299,.2936,b
1086,pe,b,67878,27.2917,0,10.0243,-15,7.1204,46,.9567,.6457,.4431,b
1087,nb,a,54205,19.8167,2,10.3236,45,6.8268,50,.9252,.4606,.0655,b
1088,bf,d,42410,4.3250,0,7.9298,13,5.1929,46,.9055,.6102,.1561,b
1089,kd,c,49848,8.3333,2,7.7122,111,8.7596,46,.7323,.3780,.2799,b
1090,nn,a,61467,32.9250,1,9.0179,30,32.4449,44,.9606,.7283,.2773,b
1091,pe,a,61431,6.1667,1,4.9377,16,4.3813,46,.8346,.5354,.1811,b
1092,qp,c,58704,40.8333,1,5.3729,25,7.1258,43,.8701,.6575,.2769,b
1093,vv,c,51017,38.2333,1,5.4545,34,14.0135,41,.8819,.7441,.1048,b
1094,kd,c,60369,18.6250,2,7.7666,59,6.8054,51,.8740,.3425,.4008,c
1095,al,c,67311,32.3833,0,25.0938,169,10.9274,45,.9528,.6811,.0963,c
1096,pe,a,63344,38.2333,1,2.8160,3,21.9157,42,.8976,.7244,.1740,c
1097,de,a,52965,10.7167,0,8.9635,36,12.4918,48,.8780,.5118,.3834,c
1098,al,c,55587,8.5500,2,6.6242,41,11.3225,46,.7047,.3425,.3605,c
1099,kd,c,67241,25.4500,1,3.1424,8,19.8974,46,.9921,.6614,.0963,c
1100,f8,b,71314,4.0000,1,6.8962,17,12.0860,44,.8307,.5906,.6847,c
1101,pq,c,55835,36.1750,1,3.1424,4,16.1439,43,.9291,.7441,.0853,c
1102,nb,a,59377,15.7000,3,6.9506,41,4.5629,51,.7795,.2165,.1846,c
1103,pe,a,61042,7.2500,1,2.8160,-8,9.5018,46,.8110,.4882,.1184,c
1104,pe,b,62848,41.1583,0,17.0150,-69,8.0014,46,.9134,.6339,.1616,c
1105,kd,c,69189,38.8833,1,16.9878,156,22.7006,41,.8780,.7205,.3011,c
1106,pz,a,64194,21.5500,1,2.0000,0,14.0348,49,.9528,.5315,.4684,c
1107,vv,c,68516,34.5500,1,24.0873,166,9.1120,42,.9488,.7717,.3867,c
1108,pe,a,68055,6.4917,1,7.4674,44,9.3843,46,.8386,.5315,.3311,c
1109,nb,a,61573,17.0000,1,12.9349,112,22.1293,50,.8858,.4055,.3510,c
1110,pz,a,61325,5.7333,2,13.5333,9,20.1591,45,.7992,.5236,.4153,c
1111,vv,c,65186,31.6250,1,6.0802,24,16.7045,42,.9803,.8031,.1020,c
1112,qp,c,62423,29.2417,0,10.5140,2,15.1881,46,.9488,.6417,.1253,c
1113,am,c,67807,39.8583,0,3.1424,1,10.5109,45,.9094,.6575,.1704,c
1114,qp,c,55410,9.7417,0,4.4481,-11,12.8015,47,.8858,.5315,.0591,c
1115,al,c,,9.0917,1,9.2899,16,4.7177,47,.8583,.5039,.2633,c
1116,al,a,56933,40.2917,1,4.4481,10,33.8384,44,.8937,.6614,.5431,c
1117,nn,a,65009,11.8000,1,4.9377,19,22.7753,49,.8386,.4173,.2061,c
1118,pe,a,65611,8.6583,1,2.8160,0,8.0975,47,.8386,.4843,.3480,c
1119,pz,a,59554,20.6833,2,9.2899,42,11.4720,49,.9409,.4882,.1857,c
1120,pe,a,67984,9.4167,1,9.6979,56,8.5674,48,.8346,.4685,.2310,c
1121,pe,a,65044,8.0083,1,9.0179,36,18.1355,47,.8150,.4764,.6179,c
1122,vv,b,72271,15.4833,2,19.3543,192,9.0693,51,.8504,.3583,.1362,c
1123,vv,c,66284,11.8000,2,15.2742,111,4.8672,49,.8110,.3740,.1150,c
1124,qp,c,69047,35.0917,1,4.9377,15,10.4628,43,.9449,.7441,.2027,c
1125,qp,c,66249,36.6083,0,10.1603,28,4.5095,46,.9370,.6496,.2049,c
1126,pe,a,61006,19.7083,1,9.5347,-43,5.4492,49,.9331,.4843,.2277,c
1127,qp,c,56083,15.7000,0,2.0000,0,11.9899,48,.9213,.5551,.0622,c
1128,pz,a,66213,21.3333,3,11.5204,106,8.2310,49,.9173,.4213,.3071,c
1129,nn,c,,37.5833,0,16.7158,27,11.7710,44,.9252,.6929,.0862,c
1130,qp,b,65115,38.9917,1,7.7666,-5,8.7062,43,.9055,.6890,.0955,c
1131,pz,a,58314,40.9417,1,6.6242,43,24.2009,42,.8425,.6614,.0676,c
1132,pz,a,63982,40.6167,1,4.3121,14,9.5071,43,.8622,.6654,.3262,c
1133,f8,a,69685,34.7667,0,18.5111,28,21.5633,44,.9449,.7126,.1910,c
1134,nb,a,65399,41.5917,1,18.1031,-2,19.8494,43,.8504,.6378,.4482,c
1135,pz,a,66426,8.8750,0,2.8160,2,31.0887,47,.8780,.5354,.1020,c
1136,pz,a,64442,10.1750,2,13.5333,86,24.1902,48,.7559,.3425,.4853,c
1137,al,c,58846,5.0833,1,5.2641,28,8.5674,45,.8465,.5709,.0882,c
1138,nn,b,65469,27.4000,2,6.0802,33,11.8350,43,1.0000,.7520,.5857,c
1139,pz,a,64584,35.6333,1,2.8160,6,28.2909,43,.9370,.7283,.1691,c
1140,pz,a,61573,9.3083,1,11.3028,0,22.7753,48,.7992,.4252,.5093,c
1141,pz,a,,4.1083,1,7.8754,64,10.3133,44,.8268,.5866,.3035,c
1142,pe,c,62069,31.0833,1,3.1424,4,10.5429,43,.9803,.7638,.3063,c
1143,po,c,59554,12.8833,1,2.0000,0,13.2767,49,.8425,.4055,.4846,c
1144,pe,c,67347,14.1833,1,4.5841,6,14.5047,50,.8583,.4055,.2442,c
1145,qp,c,60581,33.1417,1,4.9377,27,10.5322,44,.9606,.7402,.0173,c
1146,pz,a,57393,29.4583,1,7.4674,26,28.2054,44,.9882,.7520,.2958,c
1147,am,a,70429,41.7000,2,9.5347,40,8.5834,42,.8031,.6299,.1185,c
1148,kd,c,57429,42.2417,1,5.6450,13,13.9067,45,.8740,.6220,.2310,c
1149,kd,c,68268,10.1750,1,25.3930,210,10.1371,48,.8189,.4291,.4400,c
1150,pe,c,61856,33.2500,1,3.6321,8,9.2134,43,.9606,.7638,.2218,c
1151,pz,a,61183,13.3167,1,8.9635,18,28.4617,50,.8504,.4055,.2613,c
1152,mm,a,48183,17.4333,0,2.0000,0,7.7238,48,.9291,.5551,.2652,c
1153,pe,a,65469,42.7833,1,3.6321,11,11.0288,44,.8268,.5984,.0591,c
1154,qp,b,65080,27.5083,1,8.5283,18,5.4492,45,.9961,.7165,.3533,c
1155,pe,a,59341,40.5083,0,2.0000,0,17.3933,45,.9134,.6417,.0846,c
1156,pz,a,57570,40.7250,2,4.3121,12,9.5231,42,.8346,.6693,.3053,c
1157,vv,c,60121,7.3583,2,15.2742,32,11.3865,46,.7953,.4685,.1362,c
1158,pz,a,64336,14.6167,0,10.4052,14,33.5875,47,.9291,.5945,.1344,c
1159,pz,a,68693,25.9917,2,7.4674,47,19.4115,44,.9961,.6969,.4139,c
1160,qp,c,60050,9.0917,2,8.9363,49,10.6123,47,.7913,.4213,.1780,c
1161,qp,c,65115,39.3167,1,8.2019,43,13.9174,44,.9094,.6732,.0873,c
1162,pz,a,57252,40.4000,3,6.7602,66,5.3798,37,.7480,.6890,.3530,c
1163,nn,c,62848,40.0750,1,2.0000,0,23.0690,43,.8740,.6772,.2600,c
1164,pz,a,59235,18.6250,1,6.8962,0,11.0235,50,.9213,.4724,.1761,c
1165,vv,c,65009,41.8083,1,13.5333,91,18.8616,43,.8465,.6339,.3608,c
1166,pz,a,63344,12.5583,0,9.5347,44,21.5526,48,.9094,.5472,.1709,c
1167,vv,c,62848,9.5250,1,2.0000,0,10.3614,48,.8425,.4724,.0744,c
1168,f8,b,72058,6.2750,1,10.9764,27,11.2424,45,.8110,.5197,.7063,c
1169,al,c,58279,6.3833,1,8.9363,54,4.8886,46,.8425,.5394,.2413,c
1170,pe,a,62494,19.6000,0,3.1424,-1,8.4019,48,.9409,.5787,.2769,c
1171,al,c,58350,7.3583,2,11.2212,130,10.7245,46,.7598,.4409,.4108,c
1172,am,a,67099,13.7500,0,18.7559,57,26.6303,47,.9331,.6024,.3667,c
1173,nb,a,55055,39.8583,2,7.7666,53,3.1640,39,.8071,.7087,.2212,c
1174,pe,a,52399,4.6500,2,2.8160,0,22.5778,44,.7913,.5512,.4108,c
1175,al,c,57889,6.8167,2,8.2019,117,8.9518,45,.7638,.4606,.4546,c
1176,pz,a,59589,34.4417,1,13.6965,81,33.5554,43,.9488,.7520,.2431,c
1177,ob,a,57039,9.8500,0,5.3729,16,29.5082,47,.8858,.5354,.4088,c
1178,nn,c,68551,42.6750,1,20.8504,2,13.9708,45,.8780,.6102,.1100,c
1179,pz,b,65469,5.8417,0,13.3701,29,8.6635,46,.8858,.5787,.2599,c
1180,al,c,54241,10.0667,0,4.3121,1,7.1258,47,.9016,.5551,.3014,c
1181,pz,a,58739,11.9083,2,7.7666,52,11.1036,49,.7362,.2559,.4999,c
1182,pe,a,59908,10.7167,1,2.8160,-3,9.8862,48,.8504,.4646,.1344,c
1183,pe,a,60050,40.0750,1,4.9377,22,16.9982,44,.8898,.6693,.0944,c
1184,pz,a,61963,35.7417,1,8.7187,60,20.1858,42,.9331,.7559,.0786,c
1185,pz,a,57641,13.5333,2,2.0000,0,4.6056,50,.8228,.3504,.1775,c
1186,pe,b,63238,41.4833,0,14.4309,-50,6.6185,45,.8976,.6339,.1439,c
1187,pe,c,54984,7.0333,0,17.8311,10,11.8671,47,.8858,.5630,.4074,c
1188,kd,c,57889,10.1750,1,2.8160,-3,10.0464,48,.8622,.4921,.1822,c
1189,kd,c,66886,10.3917,1,3.1424,-3,11.6428,48,.8543,.4724,.2735,c
1190,pe,c,61077,32.8167,0,3.8225,9,10.4895,46,.9488,.6575,.2442,c
1191,nn,a,65222,39.9667,0,4.3121,7,30.2664,45,.9173,.6496,.3584,c
1192,po,c,46908,5.9500,0,2.0000,0,10.3133,47,.9094,.5984,.1871,c
1193,al,a,64478,38.7750,3,10.3236,-39,20.1858,36,.7913,.7717,.2844,c
1194,f8,a,70287,35.9583,1,18.0215,36,21.4458,43,.9370,.7283,.2042,c
1195,pz,a,60652,41.5917,1,10.6772,14,9.0533,45,.8898,.6339,.4026,c
1196,qp,c,57145,4.2167,0,2.0000,0,8.0121,46,.8898,.6063,.3075,c
1197,pz,a,62034,14.4000,1,6.7602,-2,6.3996,50,.8583,.4055,.1184,c
1198,qp,b,64832,42.5667,1,7.4674,-13,10.3080,45,.8780,.6142,.1149,c
1199,f8,a,67630,9.8500,1,9.6979,36,11.8350,48,.8228,.4370,.3379,c
1200,pe,a,64726,6.3833,1,2.8160,1,6.7306,46,.8504,.5433,.3487,c
1201,pz,a,63344,13.4250,1,7.4674,34,7.3714,49,.8661,.4370,.1428,c
1202,pe,b,58952,38.6667,0,4.3121,0,6.0579,45,.9173,.6732,.2009,c
1203,mm,c,,8.8750,0,2.8160,0,9.5872,47,.9252,.5984,.3423,c
1204,pz,a,58598,16.7833,2,5.2641,-19,4.7284,51,.8465,.3150,.1879,c
1205,am,a,67949,5.5167,0,2.0000,0,7.0563,46,.9094,.6024,.3022,c
1206,pe,c,70818,36.1750,1,7.4674,49,17.8525,41,.9213,.7677,.1430,c
1207,pe,a,60121,38.7750,1,5.2641,16,19.2300,42,.8937,.7087,.0450,c
1208,pe,c,62777,23.5000,0,2.0000,0,10.7832,47,.9646,.6102,.3078,c
1209,pe,c,,6.2750,0,2.8160,0,11.8671,47,.9134,.5984,.4245,c
1210,pz,a,69366,23.6083,2,8.5827,66,19.1873,47,.9764,.5866,.4170,c
1211,pe,a,65434,16.6750,0,3.1424,3,15.3590,49,.9173,.5197,.1429,c
1212,nn,a,66497,29.3500,0,8.2019,23,34.2068,46,.9606,.6654,.2239,c
1213,al,c,61148,40.8333,2,10.5140,72,15.2949,41,.8268,.6654,.3232,c
1214,pz,a,58881,35.9583,2,9.3443,75,33.5127,38,.8976,.8386,.2066,c
1215,pz,a,53532,12.8833,2,5.3729,55,2.8009,50,.7480,.2402,.0994,c
1216,kd,b,72731,31.4083,2,17.4775,11,10.2706,41,.9803,.8189,.5466,c
1217,11,c,45881,22.0917,2,2.8160,9,20.0896,48,.9606,.5433,.3559,c
1218,pz,a,65186,18.8417,1,7.1682,7,21.3657,49,.9291,.5157,.6371,c
1219,pe,c,54737,10.6083,1,16.4438,76,11.5147,48,.8189,.4173,.4139,c
1220,pe,c,54241,15.9167,1,2.8160,5,10.4895,50,.8858,.4252,.3155,c
1221,kd,c,70358,27.9417,2,11.5204,111,19.5130,43,1.0000,.7677,.0824,c
1222,pz,a,55055,42.5667,1,15.5734,26,25.0285,44,.8622,.6102,.7779,c
1223,qp,c,56437,31.4083,1,7.7666,94,5.6895,43,.9803,.7835,.2381,c
1224,vv,c,57181,14.2917,1,6.1618,-3,13.7038,49,.8780,.4488,.1178,c
1225,al,c,61679,41.1583,2,9.5347,35,8.2203,42,.8346,.6535,.0132,c
1226,kd,c,62671,15.8083,2,23.3529,244,13.2446,51,.8622,.3780,.4003,c
1227,qp,c,71420,5.1917,1,16.7158,119,18.8296,45,.8543,.5709,.3474,c
1228,qp,c,68232,16.3500,1,6.4066,10,10.9808,50,.9016,.4646,.3130,c
1229,gv,b,74148,12.5583,1,3.6321,-13,12.1928,49,.8307,.3858,.4567,c
1230,kd,c,68551,23.6083,1,24.5225,107,14.6275,47,.9764,.6063,.2620,c
1231,pz,a,52611,38.8833,1,4.9377,23,14.0242,43,.9016,.6969,.3011,c
1232,pz,a,59200,14.1833,0,2.8160,-3,19.4543,49,.9016,.5079,.0633,c
1233,kd,c,57606,37.4750,4,10.0787,157,7.4461,31,.7559,.8504,.1907,c
1234,nn,c,57499,8.5500,0,2.0000,0,15.5405,47,.8937,.5591,.2656,c
1235,pz,a,57712,22.3083,1,4.3121,3,26.9186,48,.9646,.5748,.4627,c
